["#0000000040000002#","Vicinity","",1775526628]Welcome to AnarchyOnline
["#0000000040000001#","System","",1775526851]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:27
["#0000000040000001#","System","",1775526851]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:17
["#0000000040000001#","System","",1775526851]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:39
["#0000000040000001#","System","",1775526851]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:21
["#0000000040000001#","System","",1775526851]Unable to perform action Loophole perk is locked, able in 00:00:14
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526851]You are already running this action!
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526851]Please wait until previous action has finished.
["#0000000042000009#","Your pet hit by other","",1775526851]Sword hit Strange Xan Artifact for 2349 points of radiation damage.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000009#","Your pet hit by other","",1775526851]Briefcase hit Strange Xan Artifact for 2528 points of melee damage.
["#0000000040000001#","System","",1775526851]Grenade or Lumping Throwing skill available.
["#0000000040000001#","System","",1775526851]Loophole available.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526851]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526851]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000013#","Other misses","",1775526852]Strange Xan Artifact tried to hit you, but missed!
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000005#","You hit other with nano","",1775526852]You hit Strange Xan Artifact with nanobots for 6429 points of projectile damage.
["#0000000040000001#","System","",1775526852]You successfully perform a Double Shot attack.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526852]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526852]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526852]Starfall available.
["#0000000040000001#","System","",1775526852]Unable to perform action, Fling Shot skill is locked, able in 00:00:04
["#0000000040000001#","System","",1775526852]Unable to perform action, Burst skill is locked, able in 00:00:01
["#0000000040000001#","System","",1775526852]Unable to perform action Starfall perk is locked, able in 00:00:31
["#0000000040000001#","System","",1775526852]Unable to perform action Starfall perk is locked, able in 00:00:34
["#0000000040000001#","System","",1775526852]Unable to perform action Starfall perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775526852]Action is not available.
["#0000000040000001#","System","",1775526852]Unable to perform action Pistol Mastery perk is locked, able in 00:00:38
["#0000000040000001#","System","",1775526852]Unable to perform action Pistol Mastery perk is locked, able in 00:00:54
["#0000000040000001#","System","",1775526852]Unable to perform action Pistol Mastery perk is locked, able in 00:01:26
["#0000000040000001#","System","",1775526852]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:25
["#0000000040000001#","System","",1775526852]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:15
["#0000000040000001#","System","",1775526852]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:37
["#0000000040000001#","System","",1775526852]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:19
["#0000000040000001#","System","",1775526852]Unable to perform action Loophole perk is locked, able in 00:00:12
["#0000000040000001#","System","",1775526852]Target is already dead.
["#0000000040000001#","System","",1775526852]This item requires a fighting-target to be applied on.
["#0000000040000001#","System","",1775526852]Target is already dead.
["#0000000040000002#","Vicinity","",1775526853]All team members can loot these remains.
["#0000000040000001#","System","",1775526853]The machine pulls at your essence.
["#0000000040000001#","System","",1775526853]Burst skill available.
["#000000004200000a#","Other hit by other","",1775526854]Biggi3's reflect shield hit Masked Commando for 49 points of damage.
["#000000004200000a#","Other hit by other","",1775526854]Biggi3's damage shield hit Masked Commando for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526854]Masked Commando hit Biggi3 for 522 points of melee damage.
["#0000000040000001#","System","",1775526855]Ranged Energy Weapons skill available.
["#000000004200000a#","Other hit by other","",1775526856]Biggi3's reflect shield hit Masked Commando for 49 points of damage.
["#000000004200000a#","Other hit by other","",1775526856]Biggi3's damage shield hit Masked Commando for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526856]Masked Commando hit Biggi3 for 522 points of melee damage.
["#0000000040000001#","System","",1775526856]Fling Shot skill available.
["#0000000040000001#","System","",1775526858]First Aid skill available.
["#000000004200000a#","Other hit by other","",1775526861]Biggi3 hit Ground Chief Aune for 3222 points of Brawling damage.
